signal,zone,background,event,true_x,true_y,est_x,est_y,error_m,nearest_dist,snr_nearest,method
engine,inside,noisy,31,14.811058779097195,6.222324984421057,2.4548017098787166e-06,7.83510198378423e-07,16.065015029644208,106.52557706406327,-5.825356763468676,demon
engine,inside,noisy,32,26.150730967652365,36.61779216450523,-2.7378000786378166e-06,-3.9781929866396e-06,44.996931758528724,83.07550722779861,-2.49323539334177,demon
engine,inside,noisy,33,10.304456929954796,31.59045863814569,2.8505007378816453e-06,6.713253650587389e-06,33.22857846334225,84.51016698303322,-2.7136875456644134,demon
engine,inside,noisy,34,-18.771442411074478,-27.14129412951831,7.182111635243668e-07,1.0204645808013565e-06,33.00025726527734,86.79893463614232,-3.0602346260088282,demon
engine,inside,noisy,35,-6.9332310467159814,17.773659958078326,2.8498634559615554e-07,-3.471253317518127e-07,19.07806849090523,97.94210059965694,-4.666493315041301,demon
engine,inside,noisy,36,-31.27530510612764,18.035219215189144,1.2724220996260413e-06,-8.193604697203096e-07,36.102824692353,102.29474027283017,-5.2618030937086075,demon
engine,inside,noisy,37,-10.590635142793268,29.5575273892632,-2.522060778830674e-06,5.3362126237533625e-06,31.39758922630676,86.56283124713406,-3.024770615318822,demon
engine,inside,noisy,38,-46.31641828966967,16.798263782939443,-2.0815261504464858e-05,3.4767746695155913e-06,49.26855208265241,91.85389685856528,-3.8046465583825224,demon
engine,inside,noisy,39,14.98223366499677,44.09354761253144,1.6004898557138767e-06,7.037861831762104e-06,46.56938477202349,72.93197492551693,-0.8549582259935775,demon
engine,inside,noisy,40,21.33675535640704,29.63018964232812,4.036144733608476e-07,1.1781002528536958e-06,36.513082317727985,88.45190452589308,-3.3067389957841087,demon
engine,inside,noisy,41,40.45910158531683,17.50519182919878,7.153222370634495e-06,3.580178432478629e-06,44.083669741739705,95.94899218490411,-4.38825795756744,demon
engine,inside,noisy,42,-20.98463650400254,36.9773799583522,-1.4302795716740989e-06,2.7641379213396756e-06,42.51683588110153,81.24933736326783,-2.208863422867843,demon
engine,inside,noisy,43,24.757811947597503,-7.556239599910654,5.32393619470407e-06,3.245715411297236e-07,25.88524194615431,90.4394690371618,-3.599133531315772,demon
engine,inside,noisy,44,21.05291726499621,36.7688877181142,-2.6894769470121653e-06,-5.206308552524341e-06,42.36952826616222,81.4683918706197,-2.243202468017074,demon
engine,inside,noisy,45,47.56521313912715,45.235150395905535,3.4305185028536597e-06,2.1474237130124293e-06,65.640443414758,84.82565155942166,-2.7618266622805123,demon
engine,inside,noisy,46,-17.46721732358585,-7.830628628181827,-8.436737470311861e-07,-4.113922509625402e-07,19.14216262144103,96.44744260516754,-4.458186458360579,demon
engine,inside,noisy,47,-39.046339502262875,-25.2455712981954,-9.678825461203498e-06,-5.036252971871618e-06,46.49682234913246,69.07179927153483,-0.18960534793054507,demon
engine,inside,noisy,48,38.24212084869502,-13.915007372064103,9.944463192732625e-06,-2.0615498316306496e-06,40.69504170292994,75.72469709650711,-1.3209857508945362,demon
engine,inside,noisy,49,12.05526585948811,16.596561830703322,3.714174851303169e-06,8.744107619378835e-06,20.51279892526644,99.60570694817189,-4.8959697916044576,demon
engine,edge,quiet,0,-53.869435010606395,17.732376176355018,6.266074962296565e-07,1.0395656919537721e-06,56.71290174081867,88.44974819744722,6.693580572542331,demon
engine,edge,quiet,1,-66.24099265302611,-100.1624286136664,2.26719700671514e-06,-8.168449474837122e-07,120.08489226449136,54.21950748224106,12.655913261299773,demon
engine,edge,quiet,2,-13.679262318389561,-84.76619627576784,-1.5810174436458436e-07,-7.367215814706739e-07,85.86285645966892,90.45415341869983,6.398722062603596,demon
engine,edge,quiet,3,119.54829152446223,-58.91611025189013,8.927080970543644e-07,-1.504767567455568e-06,133.27753622751706,19.583938811298435,23.232802188562175,demon
engine,edge,quiet,4,29.220628661796326,-70.96744783643882,6.809865013165339e-07,-1.1378168805424322e-06,76.74779208885838,72.00566901549205,9.302382752481748,demon
engine,edge,quiet,5,-72.59422118257005,-44.80917555647764,-1.2524066074024493e-06,1.9556741942220514e-07,85.30992321439871,30.301061797154002,18.90578996744579,demon
engine,edge,quiet,6,124.76237019628473,-32.55067851442003,-2.3940663836570576e-07,1.0850123713798975e-06,128.93872893400794,35.318923855339015,17.323904558504125,demon
engine,edge,quiet,7,96.3799408272433,-90.81057763847011,-3.7267985489696853e-07,-1.07816378974292e-06,132.42225598786595,33.27306544057784,17.944490444529556,demon
engine,edge,quiet,8,-135.5491370590707,84.50337639043246,-8.389573225281739e-07,1.153823159799048e-06,159.732240816931,139.04137394889258,0.23505028969911734,demon
engine,edge,quiet,9,12.562469237130415,1.1177439080764202,3.0747933369285194e-06,-1.4968136966357463e-07,12.612093714309172,105.39910065995694,4.32330686333961,demon
engine,edge,quiet,10,-68.33824522517592,-128.30489554219446,-1.736519675436592e-06,-2.0956247561791728e-06,145.36939569747986,77.34709479302569,8.413765141154329,demon
engine,edge,quiet,11,-5.141989100146191,110.16790763981152,-2.8693749511075993e-06,1.0839546559658391e-05,110.28783027964269,7.385987152181696,32.312529685058536,demon
engine,edge,quiet,12,-113.99339588895424,128.75126380415168,-1.3366021269139942e-06,1.6996229831256968e-06,171.96331438733458,114.76447553342823,3.1156266968247692,demon
engine,edge,quiet,13,-67.58127592751559,9.655887848598667,2.016584006838907e-06,3.0243422398194294e-06,68.26760022365623,74.78308006291654,8.834779030615465,demon
engine,edge,quiet,14,-130.04748136002544,-22.486021859206275,-6.129386637939268e-07,3.2302043353321145e-07,131.97715121278947,46.317852862409346,14.41913898136098,demon
engine,edge,quiet,15,-112.23063407785097,-135.60786417683775,-2.885651532373087e-07,-9.117589214481942e-07,176.02615640882777,78.82745202363071,8.175077621071154,demon
engine,edge,quiet,16,139.96730802829495,69.02836063923979,2.2557839830032874e-08,6.48921276070907e-07,156.06332622793187,132.9147927668686,0.9327939919356041,demon
engine,edge,quiet,17,65.7173163040982,-122.83509315487437,1.3005933588039098e-06,-1.0882811665104643e-06,139.30981779572576,73.57527455139636,9.03659844491866,demon
engine,edge,quiet,18,128.80515734632257,-9.159445497034312,2.3778458568884725e-07,2.511034575630559e-06,129.13041464181734,56.47410203115038,12.189308215852293,demon
engine,edge,quiet,19,105.68522041722932,-146.21966966586876,-1.8620441657557253e-06,-5.643517866912769e-07,180.41496013462012,88.66709498590838,6.661395653927492,demon
